North Esk Rv at Corra Linn,steady,False
St Patricks Rv at Nunamara Offtake,steady,False
Huon Rv at Tahune Bdge,steady,False
Forth Rv blw Wilmot (H),falling,False
Meander Rv at Meander,steady,False
Meander Rv at Deloraine Rwy Br (H),steady,False
South Esk Rv at Trevallyn Pond (H),steady,False
Picton Rv abv Farmhouse Ck,steady,False
Styx River at Bruces Bridge,steady,False
Tyenna Rv at Newbury (D),steady,False
